loop_id;module;function_name;function_id;source_info;level;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
9;SOA;compute_accelerations;17;SOA.c:151-165;Innermost;64.11;1.8;2.38;2.38;2.38;0;1;
8;SOA;resolve_collisions;16;SOA.c:129-139;Innermost;2.28;0.06;0.09;0.09;0.09;0;1;
7;SOA;resolve_collisions;16;SOA.c:128-139;Outermost;0.27;0.01;0.01;0.01;0.01;0;1;
3;SOA;main;1;SOA.c:253-256;Innermost;0.13;0;0;0;0;0;1;
10;SOA;compute_accelerations;17;SOA.c:146-165;Outermost;0.13;0;0;0;0;0;1;
