name;time_p;time_s;cpi_ratio;
/home/arezki/multiplication/teste 0/maqao_2022-01-06_08-21-24/binaries/multi;99.88;16.81;;
/lib/x86_64-linux-gnu/libc-2.27.so;0.12;0.02;;
