name;time_p;time_s;cpi_ratio;
/home/benbachir/Documents/matrix/maqao_2022-01-02_15-11-22/binaries/matrix;95.77;0.34;;
/usr/lib/x86_64-linux-gnu/libc-2.31.so;4.23;0.02;;
