name;time_p;time_s;cpi_ratio;
/usr/lib/x86_64-linux-gnu/libm-2.31.so;61.27;40.9;;
/home/anism/Bureau/nbody3D/0/maqao_2021-12-27_19-06-52/binaries/nbody.g;38.73;25.86;;
