name;time_p;time_s;cpi_ratio;
/home/arezki/Rapport_PPN/multiplication-matrices/multi1/maqao_2022-01-02_01-23-30/binaries/multi;87.5;0.04;;
/lib/x86_64-linux-gnu/libc-2.27.so;12.5;0.01;;
