Nb Loops;If Clean;If FP Vect;If Fully Vect;IF FP Only
1;1.0897;1.0989;3.2602;1.5381;
2;1.0906;1.0996;3.2915;1.5439;
3;1.0912;1.0996;3.3225;1.5496;
4;1.0916;1.0996;3.3534;1.5546;
