Node;Process;Thread;System (%);Binary (%);MPI (%);Nb Cycle Events;OMP (%);Others (%);String (%);Memory (%);IO (%);Time (s);Math (%);Pthread (%);
_ALL;_ALL;_ALL;0;100;0;227;0;0;0;0;0;1.13;0;0;
anism-VivoBook-ASUSLaptop-X515EA-X515EA;_ALL;_ALL;0;100;0;227;0;0;0;0;0;1.13;0;0;
anism-VivoBook-ASUSLaptop-X515EA-X515EA;27785;_ALL;0;100;0;227;0;0;0;0;0;1.13;0;0;
anism-VivoBook-ASUSLaptop-X515EA-X515EA;27785;27785;0;100;0;227;0;0;0;0;0;1.13;0;0;
