function_id;module;function_name;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;cats;
814;swrast_dri.so;__driDriverGetExtensions_d3d12;;95.65;0.11;;;;;;"0,0,0,0,0,0,0,0,0,100";
0;anon;Unknown function;;4.35;0;;;;;;"0,0,0,0,0,0,0,0,0,100";
