Nb Loops;If Clean;If FP Vect;If Fully Vect;IF FP Only
1;1.004;1;1.0244;1.0266;
2;1.0062;1;1.0442;1.0317;
3;1.0062;1;1.05;1.0317;
4;1.0062;1;1.0504;1.0317;
5;1.0062;1;1.0507;1.0317;
6;1.0062;1;1.0507;1.0317;
