Nb Loops;If Clean;If FP Vect;If Fully Vect;IF FP Only
1;1.001;1.6886;1.9357;1.0167;
2;1.0016;1.691;2.0135;1.0186;
3;1.0016;1.691;2.0235;1.0196;
4;1.0016;1.691;2.0283;1.0196;
5;1.0016;1.691;2.0324;1.0196;
