Nb Loops;If Clean;If FP Vect;If Fully Vect;IF FP Only
1;1.004;1.4169;1.4811;1.0277;
2;1.005;1.4287;1.5537;1.0303;
3;1.005;1.4287;1.5678;1.0303;
4;1.005;1.4287;1.5763;1.0303;
