name;time_p;time_s;cpi_ratio;
/home/anism/Bureau/Comparaison/maqao_2022-01-07_11-46-49/binaries/nbody.g3;99.96;12.19;;
/usr/lib/x86_64-linux-gnu/libc-2.31.so;0.04;0;;
