Nb Loops;If Clean;If FP Vect;If Fully Vect;IF FP Only
1;1.0065;1;1.04;1.0437;
2;1.0101;1;1.0616;1.0518;
3;1.0101;1;1.0709;1.0518;
4;1.0101;1;1.0709;1.0518;
