name;time_p;time_s;cpi_ratio;
/home/madjid/Bureau/CHPS/Archi_Paralelle/TP2/todo/2/binaries/nbody0;99.79;2.43;;
/usr/lib/x86_64-linux-gnu/libc-2.31.so;0.21;0.01;;
