Nb Loops;If Clean;If FP Vect;If Fully Vect;IF FP Only
1;1.0036;1.662;1.662;1.0479;
2;1.004;1.6669;1.7982;1.0501;
3;1.004;1.6669;1.806;1.0501;
4;1.004;1.6669;1.8131;1.0501;
